"-1218.83","IRPJ","2018-01-31 23:59:59","2018","1","IRPJ"
"-49","Fatura Agilize","2017-12-26 23:59:59","2017","12","Contabilidade"
"-99","Fatura Agilize","2017-10-25 23:59:59","2017","10","Contabilidade"
"-198","INSS","2017-09-21 23:59:59","2017","9","INSS"
"-651.68","DAS","2015-12-21 23:59:59","2015","12","Simples Nacional"
"-1367.58","DAS","2018-01-22 23:59:59","2018","1","Simples Nacional"
"-99","Fatura Agilize","2017-11-20 23:59:59","2017","11","Contabilidade"
"-149","Fatura Agilize","2017-10-30 23:59:59","2017","10","Contabilidade"
"-268.8","COFINS","2018-01-25 23:59:59","2018","1","COFINS"
"-99","Fatura Agilize","2018-01-25 23:59:59","2018","1","Contabilidade"
"-200","ISSsao_paulo","2017-12-11 23:59:59","2017","12","ISS"
"-99","Fatura Agilize","2017-08-28 23:59:59","2017","8","Contabilidade"
